"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"TBC1D41","TBC1D4",1.36403422010501e-133,1.92126066513398,0.551,0.221,3.42440790957363e-129,"8"
"CD151","CD151",1.682660849546e-132,1.15855737132087,0.26,0.044,4.22432006278523e-128,"8"
"MYL6","MYL6",6.16465874523688e-132,1.62389089568953,0.436,0.129,1.54763757799172e-127,"8"
"CYB5R3","CYB5R3",1.50178921106181e-131,1.4674829759274,0.351,0.082,3.77024181437068e-127,"8"
"CRIM11","CRIM1",1.34127752616515e-128,2.17094650889883,0.604,0.29,3.3672772294376e-124,"8"
"MT-CYB1","MT-CYB",1.35007978437947e-127,1.22829977861152,0.932,0.79,3.38937529868466e-123,"8"
"TPT11","TPT1",6.08138540074738e-127,1.78389085217221,0.53,0.205,1.52673180485763e-122,"8"
"PTPRM1","PTPRM",7.40421443112497e-127,1.57480933015274,0.669,0.325,1.85882803293392e-122,"8"
"RPS18","RPS18",9.38608575371755e-126,1.49550263470573,0.348,0.083,2.35637682847079e-121,"8"
"PLSCR1","PLSCR1",2.15727929234148e-124,1.32043908829563,0.338,0.077,5.41584966342329e-120,"8"
"PON22","PON2",1.2233652389759e-123,1.54647386372311,0.475,0.153,3.07125843244899e-119,"8"
"RPL36","RPL36",1.59743443450739e-123,1.73126782983159,0.497,0.182,4.01035914783081e-119,"8"
"ARMC91","ARMC9",1.20621165389295e-122,1.94381609200899,0.587,0.285,3.02819435709824e-118,"8"
"BHLHE40","BHLHE40",2.46799676410208e-122,1.45437513111873,0.34,0.083,6.19590587627828e-118,"8"
"IER2","IER2",9.85416817434101e-122,1.17993907552973,0.276,0.054,2.47388892016831e-117,"8"
"CFLAR","CFLAR",3.31239865538963e-120,1.45275192355457,0.448,0.141,8.31577682435567e-116,"8"
"ITGB1","ITGB1",3.8512236938125e-120,1.58138742049753,0.467,0.159,9.66849708331629e-116,"8"
"CD63","CD63",8.7947050419772e-119,1.41237366270511,0.357,0.092,2.20791070078838e-114,"8"
"LHFPL62","LHFPL6",5.36387306128184e-118,1.67148319318887,0.629,0.307,1.34660033203481e-113,"8"
"OOEP","OOEP",2.44231864274862e-117,1.28118409042971,0.319,0.074,6.13144095262041e-113,"8"
"CDC42EP4","CDC42EP4",2.83393436725321e-116,1.07546879858845,0.254,0.046,7.11459222898918e-112,"8"
"RPL29","RPL29",2.58924580071826e-115,1.47096583297087,0.406,0.122,6.50030158270319e-111,"8"
"RPS5","RPS5",2.12571128756705e-114,1.26785489945861,0.314,0.073,5.33659818743709e-110,"8"
"RIMKLB1","RIMKLB",2.46433910901375e-111,1.96127203913551,0.483,0.189,6.18672333317903e-107,"8"
"LY6E","LY6E",1.24322812383688e-110,1.49103019261329,0.383,0.116,3.12112420489249e-106,"8"
"RBMS32","RBMS3",2.68018145262782e-110,1.42199737831442,0.452,0.152,6.72859553682215e-106,"8"
"TFRC","TFRC",3.50465471866552e-110,1.54689718350778,0.368,0.107,8.79843567120979e-106,"8"
"ETS2","ETS2",5.75111928844444e-110,1.44429002899023,0.36,0.101,1.44381849736398e-105,"8"
"CHSY1","CHSY1",1.1266595402988e-108,1.68558270801222,0.442,0.156,2.82847877592015e-104,"8"
"MT-ND2","MT-ND2",1.43953125542355e-107,1.22337151428749,0.874,0.757,3.61394321674081e-103,"8"
"TNXB","TNXB",5.06409071187574e-107,1.36008150995931,0.303,0.074,1.2713399732164e-102,"8"
"PARVB","PARVB",2.4998997367646e-106,1.2435797294365,0.27,0.058,6.27599828914753e-102,"8"
"ESYT2","ESYT2",1.20239924539891e-105,1.85643627837926,0.566,0.292,3.01862330557397e-101,"8"
"GALNT181","GALNT18",2.27500855783378e-105,1.81847988760589,0.561,0.282,5.71140898444172e-101,"8"
"GNAI2","GNAI2",6.36580890233543e-105,1.53106363709802,0.478,0.185,1.59813632493131e-100,"8"
"RPL7A","RPL7A",6.32931209715952e-104,1.35454300144772,0.366,0.107,1.5889738019919e-99,"8"
"MGAT1","MGAT1",7.28736834559236e-103,1.38399571272076,0.374,0.113,1.82949382316096e-98,"8"
"PTTG1IP","PTTG1IP",7.53283120430341e-103,1.27687920349437,0.344,0.094,1.89111727384037e-98,"8"
"ADIPOR22","ADIPOR2",1.6461250474908e-102,1.54612321212654,0.571,0.261,4.13259693172566e-98,"8"
"BACE2","BACE2",5.84970521608423e-102,1.25560157954375,0.277,0.064,1.46856849449794e-97,"8"
"RPL3","RPL3",3.14180998091888e-101,1.46738578634024,0.419,0.144,7.88751395709684e-97,"8"
"TNFRSF1A","TNFRSF1A",3.87861450354323e-101,1.04701281516279,0.262,0.055,9.73726171114529e-97,"8"
"RPL8","RPL8",4.31820077945726e-101,1.60547858907091,0.449,0.169,1.08408430568275e-96,"8"
"RPL11","RPL11",4.52672934429179e-101,1.44754389000736,0.371,0.113,1.13643540188445e-96,"8"
"ADAMTS9-AS21","ADAMTS9-AS2",2.38845940180084e-99,1.41566932915733,0.533,0.221,5.99622732822101e-95,"8"
"RPS3","RPS3",2.68468296133922e-99,1.49265410201251,0.434,0.157,6.73989657444212e-95,"8"
"ACTG1","ACTG1",1.66324045906841e-97,1.68875505425873,0.595,0.336,4.17556517249125e-93,"8"
"ARL152","ARL15",4.18713216686445e-95,1.77201654922462,0.678,0.465,1.05117953049132e-90,"8"
"ACTB1","ACTB",1.04435998576289e-94,1.15956180585346,0.802,0.64,2.62186574425774e-90,"8"
"JAG2","JAG2",1.67346891036231e-93,1.18233562563179,0.282,0.071,4.20124369946458e-89,"8"
"SERF2","SERF2",7.36010232837415e-93,1.59871937901225,0.483,0.207,1.84775368953833e-88,"8"
"PFN1","PFN1",1.30664955359507e-91,1.23444750291178,0.293,0.076,3.28034370430042e-87,"8"
"TMSB4X1","TMSB4X",1.93449168043881e-91,1.67606206247711,0.621,0.381,4.85654136374163e-87,"8"
"SMAD9","SMAD9",2.16247998243546e-91,1.10746285371747,0.26,0.061,5.42890599590423e-87,"8"
"SLC3A2","SLC3A2",7.80868826919803e-91,1.26320661093463,0.324,0.093,1.96037118998216e-86,"8"
"RPS14","RPS14",4.88710599250112e-90,1.36933464548712,0.367,0.121,1.22690795941741e-85,"8"
"RPS9","RPS9",2.82023419944804e-88,1.42156440544837,0.418,0.156,7.0801979577143e-84,"8"
"RPL35","RPL35",4.91348760278241e-87,1.46602632465858,0.409,0.153,1.23353106267852e-82,"8"
"PXN","PXN",6.15960966839384e-86,1.15869810647133,0.273,0.07,1.54637000725027e-81,"8"
"RPL6","RPL6",7.60635764191596e-86,1.24397776187818,0.325,0.098,1.909576086003e-81,"8"
"RPS6","RPS6",1.23913456805644e-85,1.24331095649288,0.314,0.091,3.1108473331057e-81,"8"
"SDCBP","SDCBP",3.41362821953766e-85,1.46791406338313,0.396,0.149,8.56991364514929e-81,"8"
"DACH11","DACH1",6.25870079705439e-85,1.36218257482875,0.354,0.112,1.5712468351005e-80,"8"
"SLC38A111","SLC38A11",8.36140945256735e-85,1.41929967520773,0.338,0.109,2.09913184306703e-80,"8"
"SPARCL11","SPARCL1",3.53845911985529e-84,1.27493351767204,0.704,0.49,8.8833016203967e-80,"8"
"MIDN1","MIDN",2.45462820267102e-83,1.14310540122133,0.321,0.095,6.1623441028056e-79,"8"
"CNOT8","CNOT8",3.40391205511706e-83,1.05189907085675,0.267,0.069,8.54552121437137e-79,"8"
"COLEC121","COLEC12",4.72621603089713e-83,1.00029875582543,0.273,0.068,1.18651653455672e-78,"8"
"HSPB11","HSPB1",2.5473661034241e-82,1.34347239979063,0.428,0.167,6.3951626026462e-78,"8"
"ZIC11","ZIC1",2.87882179369431e-82,1.06935877282904,0.325,0.095,7.22728211306957e-78,"8"
"ATP5F1E","ATP5F1E",3.08075298131771e-82,1.31765492907355,0.348,0.114,7.7342303595981e-78,"8"
"RAPGEF11","RAPGEF1",2.65659666582307e-80,1.41289704383357,0.432,0.18,6.66938592954881e-76,"8"
"RPGR","RPGR",2.40813361597994e-79,1.32865207193792,0.332,0.11,6.04561944291764e-75,"8"
"CTNNB11","CTNNB1",4.46669891199381e-79,1.56270020567128,0.53,0.292,1.12136476185605e-74,"8"
"RHOB2","RHOB",5.09436933422934e-79,1.36532386428422,0.447,0.19,1.27894142135828e-74,"8"
"RPL18","RPL18",1.94469637142328e-78,1.43159081516577,0.438,0.189,4.88216024045816e-74,"8"
"ZFHX32","ZFHX3",2.80500287010167e-78,1.22511093908971,0.496,0.216,7.04195970539024e-74,"8"
"HERPUD1","HERPUD1",1.85849980079743e-77,1.31375997919057,0.316,0.102,4.66576374990195e-73,"8"
"TSC22D1","TSC22D1",2.61602036784458e-77,1.26804974093158,0.682,0.52,6.56751913347383e-73,"8"
"MAP3K20","MAP3K20",6.17727847149069e-77,1.12272263681824,0.286,0.083,1.55080576026774e-72,"8"
"TPM4","TPM4",1.17610046041881e-74,1.14693283524249,0.295,0.09,2.95260020588143e-70,"8"
"STAT3","STAT3",1.22462641919644e-74,1.27433456192243,0.41,0.166,3.07442462539265e-70,"8"
"DOCK93","DOCK9",1.38141745577354e-74,1.36209267283813,0.673,0.504,3.46804852271947e-70,"8"
"TSPAN14","TSPAN14",4.91876434751426e-74,1.07347666613706,0.311,0.099,1.23485578944346e-69,"8"
"PTPN14","PTPN14",6.63207835019529e-74,1.35151894077414,0.344,0.125,1.66498326981653e-69,"8"
"RPL35A","RPL35A",1.0145917690403e-73,1.13240049390034,0.282,0.084,2.54713263617568e-69,"8"
"FTL2","FTL",4.71170051809402e-73,1.27798951889053,0.637,0.424,1.1828724150675e-68,"8"
"CPNE82","CPNE8",2.95836891166313e-72,1.57365884775451,0.471,0.233,7.4269851527303e-68,"8"
"SEC14L11","SEC14L1",6.12710038765267e-71,1.48481465008329,0.471,0.238,1.5382085523202e-66,"8"
"RPS16","RPS16",2.09195912551582e-70,1.00053550945417,0.266,0.076,5.25186338460747e-66,"8"
"RPS11","RPS11",6.33039261228342e-70,1.20075619485085,0.382,0.151,1.58924506531375e-65,"8"
"RPS151","RPS15",1.47256787943173e-69,1.37667036993023,0.457,0.218,3.69688166131336e-65,"8"
"S100A6","S100A6",1.41839660723508e-68,1.10164890080761,0.264,0.078,3.56088468246366e-64,"8"
"CCDC85B","CCDC85B",9.798052714621e-68,1.3133858929092,0.387,0.163,2.4598011340056e-63,"8"
"PPFIBP12","PPFIBP1",1.19200834928416e-67,1.51835375334161,0.548,0.34,2.99253696087788e-63,"8"
"USP6NL1","USP6NL",1.24115345992232e-67,1.06361123656573,0.301,0.097,3.11591576113498e-63,"8"
"RPS4X","RPS4X",1.71848171523314e-67,1.16418025550924,0.298,0.098,4.3142483460928e-63,"8"
"ADAM15","ADAM15",2.14571571782381e-67,1.24175618042214,0.342,0.128,5.38681930959667e-63,"8"
"TXNRD1","TXNRD1",2.95861078227317e-67,1.44800389698415,0.452,0.225,7.4275923688968e-63,"8"
"RPL281","RPL28",3.36412096736638e-67,1.39450390265696,0.533,0.312,8.44562568857329e-63,"8"
"LAMA5","LAMA5",6.18689642303788e-67,1.17891989490779,0.263,0.08,1.55322034700366e-62,"8"
"BMPR21","BMPR2",6.21729399090652e-67,1.47986495073555,0.6,0.418,1.56085165641708e-62,"8"
"PTMA1","PTMA",6.85124095189324e-67,1.3491753700815,0.579,0.37,1.7200040409728e-62,"8"
"SERPINB6","SERPINB6",1.13282120132364e-66,1.21297001752356,0.367,0.143,2.84394762592299e-62,"8"
"LDLRAD32","LDLRAD3",3.82090393250859e-66,1.2123298810565,0.465,0.218,9.59237932256281e-62,"8"
"SGPP21","SGPP2",1.37188558961734e-65,1.32205134804783,0.29,0.099,3.44411877273434e-61,"8"
"MYL12B","MYL12B",1.62499988470583e-65,1.0404316421773,0.264,0.082,4.07956221055397e-61,"8"
"FAU","FAU",1.00680705763128e-63,1.11282364502795,0.329,0.122,2.52758911818334e-59,"8"
"EIF1","EIF1",1.30121137704948e-63,1.39170694508475,0.542,0.338,3.26669116208272e-59,"8"
"DGKH","DGKH",2.96919455598648e-63,1.28859679671544,0.36,0.149,7.45416293280405e-59,"8"
"RPL19","RPL19",6.68122789252832e-63,1.14328017631268,0.358,0.145,1.67732226241923e-58,"8"
"RGCC1","RGCC",6.59748184907256e-62,1.09484489340067,0.327,0.116,1.65629781820967e-57,"8"
"RPL27","RPL27",1.3748259914984e-61,1.2375965420633,0.308,0.112,3.45150065165672e-57,"8"
"RPL34","RPL34",1.09106851632667e-60,1.10388184511112,0.283,0.097,2.73912751023811e-56,"8"
"TANC12","TANC1",2.2703099161644e-60,1.1545839962118,0.413,0.185,5.69961304453074e-56,"8"
"IFNGR11","IFNGR1",2.03483310961438e-59,1.11587393168781,0.319,0.12,5.10844852168689e-55,"8"
"BCL2L1","BCL2L1",3.31111065734177e-59,1.19217146969262,0.358,0.149,8.31254330525652e-55,"8"
"PDXK","PDXK",6.17187916344359e-59,1.37563301543885,0.461,0.252,1.54945026398251e-54,"8"
"SLC1A11","SLC1A1",3.63333303166799e-58,1.257246368937,0.319,0.127,9.12148257600249e-54,"8"
"RPL13A","RPL13A",3.81444936954908e-58,1.33318112908687,0.393,0.181,9.57617514225296e-54,"8"
"MCC2","MCC",1.40329644186632e-57,1.20797226809728,0.341,0.135,3.52297571730541e-53,"8"
"RPS8","RPS8",5.73658972105794e-57,1.08153821125549,0.338,0.137,1.44017084947159e-52,"8"
"SPOCK21","SPOCK2",1.02670082793561e-56,1.4097711397043,0.435,0.229,2.57753242853235e-52,"8"
"FLNA","FLNA",3.87866047478767e-56,1.19281809701987,0.283,0.102,9.73737712195445e-52,"8"
"ACTN42","ACTN4",5.27199842991115e-56,1.38765867609693,0.542,0.353,1.32353520582919e-51,"8"
"RPL15","RPL15",4.77073371012248e-55,1.28162439036582,0.409,0.204,1.19769269792625e-50,"8"
"RHOA","RHOA",3.99212123317838e-54,1.21417747543608,0.382,0.179,1.00222203558943e-49,"8"
"WWC2","WWC2",9.68064447225461e-54,1.37218625094748,0.415,0.215,2.43032579475952e-49,"8"
"PCBP3","PCBP3",2.81516004176974e-53,1.07084893200471,0.259,0.087,7.06745928486294e-49,"8"
"GRM8","GRM8",8.96033581171243e-52,1.31786015640988,0.315,0.129,2.24949230553041e-47,"8"
"APOO","APOO",9.56020893101738e-52,1.28309032378307,0.403,0.205,2.40009045213191e-47,"8"
"UBC","UBC",1.08993753483246e-51,1.31707957094365,0.503,0.315,2.7362881811969e-47,"8"
"RPLP0","RPLP0",1.41811090598186e-50,1.01719561249586,0.315,0.129,3.56016742946746e-46,"8"
"ARHGAP422","ARHGAP42",1.8330362018734e-50,1.03853327384533,0.321,0.127,4.60183738480317e-46,"8"
"H3F3B2","H3F3B",6.65063693847072e-50,1.09121361811868,0.442,0.235,1.66964240340307e-45,"8"
"PDE10A1","PDE10A",2.39248022561506e-49,1.22960188252655,0.438,0.235,6.00632160640661e-45,"8"
"MGLL2","MGLL",3.93487448603428e-49,1.06445868062774,0.321,0.136,9.87850239718907e-45,"8"
"CCNY1","CCNY",5.33790949924218e-49,1.26644796712364,0.578,0.436,1.34008217978475e-44,"8"
"PTPN12","PTPN12",1.78127098835356e-48,1.23071664440836,0.454,0.262,4.47188081626162e-44,"8"
"RPL30","RPL30",3.92306449175575e-48,1.00408588783736,0.279,0.108,9.84885340655281e-44,"8"
"RAP1B1","RAP1B",1.88162710473258e-47,1.13128803239214,0.396,0.205,4.72382484643114e-43,"8"
"TSHZ21","TSHZ2",2.56812494002184e-47,1.27119621426479,0.354,0.151,6.44727766192483e-43,"8"
"GAPDH","GAPDH",4.64862250666133e-47,1.18696152169648,0.558,0.403,1.16703668029733e-42,"8"
"ACVR1","ACVR1",6.64570979761386e-47,1.11448811209156,0.282,0.113,1.66840544469096e-42,"8"
"ZEB11","ZEB1",9.07974170186868e-47,1.11138234257406,0.579,0.406,2.27946915425413e-42,"8"
"KIAA0355","KIAA0355",4.82443555478659e-46,1.00377583704394,0.279,0.11,1.21117454602917e-41,"8"
"CDYL22","CDYL2",8.46493259462803e-46,1.22586212071742,0.335,0.16,2.12512132788137e-41,"8"
"RPS2","RPS2",9.05510318619964e-46,1.09571998509773,0.347,0.163,2.27328365489542e-41,"8"
"MKL22","MKL2",1.95201100613192e-45,1.25608783202507,0.59,0.433,4.90052363089419e-41,"8"
"CNOT6L1","CNOT6L",7.41096489663021e-45,1.29969556459575,0.442,0.265,1.86052273729901e-40,"8"
"SAT11","SAT1",7.62992110858686e-45,1.02497042930216,0.353,0.166,1.91549169431073e-40,"8"
"SPTBN1","SPTBN1",5.24433301312758e-44,1.06204351886729,0.626,0.547,1.31658980294568e-39,"8"
"CCDC501","CCDC50",2.4533295306329e-43,1.00424279951228,0.376,0.186,6.15908378665391e-39,"8"
"ECE1","ECE1",1.21395717673532e-42,1.02587856358766,0.324,0.148,3.04763949219403e-38,"8"
"ARHGAP101","ARHGAP10",8.12686051976886e-42,1.05898696711456,0.279,0.117,2.04024833348797e-37,"8"
"FTH11","FTH1",1.02110433389792e-41,1.21110995777832,0.542,0.393,2.56348243025072e-37,"8"
"MYO1B","MYO1B",7.61273713655085e-41,1.02941340855089,0.256,0.103,1.91117765813109e-36,"8"
"RBMS11","RBMS1",1.38573962993549e-40,1.14271606174684,0.436,0.263,3.47889934095305e-36,"8"
"SLC38A22","SLC38A2",2.15359524488577e-40,1.1501274588966,0.494,0.325,5.40660086228574e-36,"8"
"PTMS","PTMS",3.4009221887154e-39,1.10907403735044,0.397,0.23,8.53801515477001e-35,"8"
"SHANK3","SHANK3",4.55630154544132e-39,1.0370540492884,0.292,0.134,1.14385950298304e-34,"8"
"RAC1","RAC1",5.9677677502181e-39,1.11785483618695,0.405,0.234,1.49820809369225e-34,"8"
"ASAP12","ASAP1",1.16201390727878e-38,1.03772140628521,0.611,0.505,2.91723591422338e-34,"8"
"KLHL51","KLHL5",1.6435602054742e-38,1.0215896710786,0.39,0.209,4.12615789584299e-34,"8"
"CAPNS1","CAPNS1",5.72498841342621e-38,1.02756776355963,0.327,0.162,1.43725834119065e-33,"8"
"SLC39A102","SLC39A10",1.18903739871923e-37,1.23340291935237,0.5,0.362,2.98507838948464e-33,"8"
"LRCH11","LRCH1",1.43531371182838e-37,1.24794312133337,0.421,0.257,3.60335507354516e-33,"8"
"TSC22D3","TSC22D3",1.92324014564609e-37,1.01508965734551,0.344,0.176,4.82829438564451e-33,"8"
"TPM11","TPM1",2.94141016906907e-37,1.07917666165534,0.341,0.179,7.38441022944791e-33,"8"
"JAK12","JAK1",3.88290316087109e-37,1.10377248082292,0.406,0.242,9.74802838536688e-33,"8"
"INSR2","INSR",1.17040014883741e-34,1.23161705820048,0.484,0.348,2.93828957365632e-30,"8"
"CEMIP22","CEMIP2",6.69153118220324e-34,1.15928394116063,0.334,0.179,1.67990890329212e-29,"8"
"EEF2","EEF2",3.30931898915291e-33,1.06901326776296,0.384,0.226,8.30804532226839e-29,"8"
"PDE7B3","PDE7B",3.64777199944767e-31,1.0337260569452,0.412,0.258,9.15773160461337e-27,"8"
"LMBR1","LMBR1",1.20634553411334e-29,1.12185498779755,0.438,0.308,3.02853046339155e-25,"8"
"MSRB3","MSRB3",2.81299479244207e-29,1.04731827041242,0.289,0.152,7.06202342642582e-25,"8"
"CPD","CPD",6.06788621465777e-29,1.05045901839449,0.379,0.238,1.52334283418983e-24,"8"
"HIPK31","HIPK3",6.87978553714624e-29,1.04441834574051,0.373,0.227,1.72717015910056e-24,"8"
"SHC21","SHC2",1.03694950771099e-28,1.04267662782399,0.409,0.263,2.60326173910845e-24,"8"
"AGFG11","AGFG1",4.27221395871352e-28,1.05155320022535,0.461,0.339,1.07253931433503e-23,"8"
"PLPP11","PLPP1",1.73470640674085e-27,1.04943456206882,0.423,0.288,4.3549804341229e-23,"8"
"PLCB43","PLCB4",5.77059105280148e-27,1.10871264518917,0.36,0.225,1.44870688380581e-22,"8"
"GUK1","GUK1",1.57621578307461e-26,1.00387736287361,0.377,0.239,3.95708972340881e-22,"8"
"NPIPB5","NPIPB5",7.78346143439827e-26,1.10273512846165,0.321,0.19,1.95403799310569e-21,"8"
"AP3S11","AP3S1",1.35191991944151e-25,1.09004917914504,0.363,0.238,3.39399495775792e-21,"8"
"AFF32","AFF3",3.61995116533293e-25,1.02820214402043,0.566,0.467,9.08788740056833e-21,"8"
"PLXNA22","PLXNA2",6.89665919310371e-25,1.06685106529869,0.386,0.258,1.73140629042869e-20,"8"
"TMTC11","TMTC1",3.1584969886485e-24,1.04442943967287,0.422,0.298,7.92940669000207e-20,"8"
"GFAP1","GFAP",4.83330543717496e-23,1.11270874361082,0.415,0.268,1.21340133000277e-18,"8"
"AC109466.1","AC109466.1",0,3.52922873331561,0.867,0.087,0,"9"
"AC008415.1","AC008415.1",0,2.75210954302108,0.761,0.047,0,"9"
"RORB1","RORB",0,2.53312996887441,0.965,0.154,0,"9"
"TSHZ22","TSHZ2",0,2.28708734057868,0.788,0.127,0,"9"
"IL1RAPL21","IL1RAPL2",0,2.27831131696629,0.805,0.083,0,"9"
"AC016687.2","AC016687.2",0,2.04118158697487,0.402,0.027,0,"9"
"NRG11","NRG1",0,1.94693809276134,0.88,0.234,0,"9"
"CPNE41","CPNE4",0,1.94657601079693,0.835,0.126,0,"9"
"PTPRT2","PTPRT",0,1.92487582493831,0.979,0.288,0,"9"
"CLSTN21","CLSTN2",0,1.8529710106902,0.949,0.243,0,"9"
"POU6F22","POU6F2",0,1.77127979197281,0.938,0.213,0,"9"
"AC073365.11","AC073365.1",0,1.66115125517671,0.638,0.062,0,"9"
"FOXP22","FOXP2",0,1.60087417073248,0.891,0.114,0,"9"
"KCNB22","KCNB2",0,1.59356352716836,0.889,0.226,0,"9"
"AC022639.12","AC022639.1",0,1.50192840883799,0.736,0.147,0,"9"
"RXFP11","RXFP1",0,1.3144357461672,0.633,0.054,0,"9"
"MSC-AS11","MSC-AS1",0,1.09422801786322,0.509,0.05,0,"9"
"STXBP5-AS12","STXBP5-AS1",6.81716852309467e-289,1.40898542052776,0.842,0.221,1.71145015772292e-284,"9"
"CNTN51","CNTN5",6.84409267851827e-285,1.54472571437918,0.995,0.37,1.71820946694201e-280,"9"
"FSTL42","FSTL4",2.66212582810552e-280,1.41191696083014,0.813,0.206,6.68326689145891e-276,"9"
"KCNH51","KCNH5",2.68910970253568e-280,1.47421900290878,0.68,0.146,6.75100990821582e-276,"9"
"CACNB41","CACNB4",6.15875615946856e-280,1.19074858663238,0.756,0.17,1.54615573383458e-275,"9"
"UNC5D2","UNC5D",1.04103414707996e-274,1.61472318923344,0.975,0.352,2.61351622624425e-270,"9"
"RALYL2","RALYL",1.44060216330795e-270,1.71334840336548,1,0.433,3.61663173098462e-266,"9"
"PTPRD3","PTPRD",4.2105864087587e-265,1.51386735943243,1,0.785,1.05706771791887e-260,"9"
"KHDRBS22","KHDRBS2",1.32123284116534e-263,1.69112358220171,0.995,0.439,3.31695504774558e-259,"9"
"NEGR12","NEGR1",1.7205581557356e-260,1.62786415502474,1,0.626,4.31946124997424e-256,"9"
"PDE1A2","PDE1A",1.78424228156541e-260,1.60395315662943,0.938,0.322,4.47934024786997e-256,"9"
"FAM189A12","FAM189A1",4.94478691499476e-258,1.06896958153024,0.728,0.168,1.24138875500943e-253,"9"
"HECW13","HECW1",5.21113003025188e-258,1.43227355712324,0.959,0.356,1.30825419409473e-253,"9"
"FAM19A22","FAM19A2",7.78879826261703e-256,1.78212242601475,0.987,0.408,1.95537780383e-251,"9"
"OLFM33","OLFM3",1.57750878184674e-255,1.40879876137438,0.935,0.292,3.96033579682623e-251,"9"
"TRHDE2","TRHDE",1.40433405554401e-250,1.45720290962388,0.79,0.21,3.52558064644325e-246,"9"
"RYR22","RYR2",2.04933262800308e-248,1.5571867370401,0.994,0.457,5.14484956260172e-244,"9"
"AC067956.12","AC067956.1",6.86396465451451e-242,1.0478922816523,0.581,0.11,1.72319832651587e-237,"9"
"IQCJ-SCHIP12","IQCJ-SCHIP1",3.03680239360952e-240,1.57153474800977,0.998,0.479,7.62389240915669e-236,"9"
"SLC22A102","SLC22A10",1.51927206550481e-239,1.18562506884183,0.54,0.102,3.81413252044981e-235,"9"
"AGBL42","AGBL4",2.28610276697152e-235,1.40129583978208,0.995,0.473,5.73926099648201e-231,"9"
"AC019211.12","AC019211.1",2.82997197078987e-235,1.0333227025778,0.581,0.111,7.10464463266798e-231,"9"
"DNAH62","DNAH6",8.0211388549967e-235,1.04911511737814,0.657,0.15,2.01370690954692e-230,"9"
"SH3GL22","SH3GL2",7.4156122816017e-234,1.21979919783944,0.921,0.292,1.86168946329611e-229,"9"
"CHGA","CHGA",6.16831581380412e-232,1.04657063692317,0.616,0.138,1.54855568505552e-227,"9"
"VWC2L1","VWC2L",1.45338692614406e-229,1.12326950469921,0.551,0.102,3.64872787808467e-225,"9"
"RAB27B1","RAB27B",2.68194558322209e-229,1.0050223870914,0.617,0.133,6.73302438667907e-225,"9"
"SATB22","SATB2",3.02408491931663e-229,1.21005816741082,0.894,0.269,7.59196518994441e-225,"9"
"ZNF385B2","ZNF385B",2.76471459997422e-228,1.39718295152534,0.94,0.341,6.94081600323528e-224,"9"
"ZMAT42","ZMAT4",4.08244802322933e-228,1.09446871882856,0.851,0.244,1.02489857623172e-223,"9"
"NELL22","NELL2",4.22102693274819e-227,1.40196422526014,0.964,0.362,1.05968881146643e-222,"9"
"LINC017252","LINC01725",2.32394188335041e-226,1.35258602829964,0.525,0.101,5.8342560981512e-222,"9"
"ANO32","ANO3",1.0971747480749e-225,1.06115307285517,0.674,0.156,2.75445720504203e-221,"9"
"PCLO3","PCLO",1.2812899607027e-223,1.34814494976073,0.967,0.421,3.21667844634412e-219,"9"
"EPHA43","EPHA4",6.31181588793958e-222,1.17753774879653,0.881,0.285,1.58458137866723e-217,"9"
"TOX2","TOX",1.03544617155076e-221,1.5503026667389,0.861,0.281,2.59948761367818e-217,"9"
"NKAIN23","NKAIN2",9.17250323273425e-221,1.41927264410939,0.998,0.638,2.30275693657793e-216,"9"
"GRM74","GRM7",1.55644683953979e-220,1.52321306916728,0.975,0.433,3.90745979066465e-216,"9"
